::ffff:127.0.0.1 - - [07/May/2021:07:37:10 +0000] "GET /api/actionContent/1 HTTP/1.1" 500 28 "-" "PostmanRuntime/7.26.10"
::ffff:127.0.0.1 - - [07/May/2021:07:37:29 +0000] "GET /api/actionContent/1 HTTP/1.1" 500 25 "-" "PostmanRuntime/7.26.10"
::ffff:127.0.0.1 - - [07/May/2021:07:37:49 +0000] "GET /api/actionContent/1 HTTP/1.1" 200 3738 "-" "PostmanRuntime/7.26.10"
::ffff:127.0.0.1 - - [07/May/2021:07:38:14 +0000] "GET /api/actionContent/1 HTTP/1.1" 200 3738 "-" "PostmanRuntime/7.26.10"
::ffff:127.0.0.1 - - [07/May/2021:07:40:07 +0000] "GET /api/actionContent/1 HTTP/1.1" 500 46 "-" "PostmanRuntime/7.26.10"
::ffff:127.0.0.1 - - [07/May/2021:07:40:15 +0000] "GET /api/actionContent/1 HTTP/1.1" 200 785 "-" "PostmanRuntime/7.26.10"
::ffff:127.0.0.1 - - [07/May/2021:07:47:28 +0000] "GET / HTTP/1.1" 200 3081 "-" "PostmanRuntime/7.26.10"
::1 - - [07/May/2021:07:52:35 +0000] "GET /api/actionContent HTTP/1.1" 200 51196 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
::1 - - [07/May/2021:07:52:35 +0000] "GET /favicon.ico HTTP/1.1" 404 150 "http://localhost:3000/api/actionContent" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
::ffff:127.0.0.1 - - [07/May/2021:07:53:36 +0000] "GET / HTTP/1.1" 200 3085 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
::ffff:127.0.0.1 - - [07/May/2021:07:53:36 +0000] "GET /frontend.js HTTP/1.1" 304 - "http://127.0.0.1:3000/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
::1 - - [07/May/2021:07:53:36 +0000] "GET /api/actionContent HTTP/1.1" 304 - "http://127.0.0.1:3000/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
::ffff:127.0.0.1 - - [07/May/2021:07:53:48 +0000] "GET / HTTP/1.1" 200 3085 "-" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
::ffff:127.0.0.1 - - [07/May/2021:07:53:48 +0000] "GET /frontend.js HTTP/1.1" 304 - "http://127.0.0.1:3000/" "Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.93 Safari/537.36"
